brewery,beer name,size,style,description from brewer,color,ABV,OG,FG,IBU,availability,calories,calories/serving size,ingredients,grains,Hops,yeast,other ingredients,distributor,item,upc,reg price,post off,net case price,unit price,deposit,suggested +20%,suggested +25%,suggested +30%,,,,
Full Sail Brewing Co.,Full Sail LTD Series,,,"LTD means Limited Edition. But around here it means something even more: Live The Dream. And in celebration of our 21st birthday we're doing something every brewer dreams of: Concocting an ever-changing series of small batch beers, available for a limited time only. Each new LTD Series brew will showcase an original lager recipe, pimped out by our ace crew of libationary wunderkinds.",,,,,,Limited,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Slipknot Imperial IPA,22 oz bottles,IPA,"As the name implies, every aspect of this American style IPA is amplified - from the up-front hop aroma and bitterness to the big malt body.",,7.8,,,80,Winter,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Full Sail Imperial Porter,22 oz bottles,Porter,"An amplified robust porter with a deep black color, a roasty malt flavor and a rich malt sweetness that's smooth and drinkable. A hearty cellar beer. ",,6.8,,,60,Spring,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Keelhauler Scottish Ale,22 oz bottles,Scottish Ale,This is a full bodied rich ale with slight notes of caramel and cocoa and a strong malty character. The hop character is spicy and earthy with a nice finishing hop flavor.,,6.8,,,45,Summer,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Grandsun of Spot IPA,22 oz bottles,IPA,The next beer in our summer ""sun"" series that began with Sunspot IPA. This beer is brewed in the aggressive IPA style with Columbus hops accentuating a malt blend featuring Munich and Honey malts for full malt flavor.,,6,,,100,Summer,,,,"Columbus, Munich, Honey",,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Vesuvius Belgian Style Golden Ale,22 oz bottles,Belgian Golden Ale,Strong in flavor and alcohol yet light in color and malt character this style has the warming presence of alcohol and is hopped for a nice balance.,,8.2,,,24,Fall,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Lupulin Fresh Hop Ale,,Hop Ale,A veritable hop lovers delight. Lupulin is brewed with fresh hops straight from the harvest. This beer has a bold hop aroma of citrus and spice and a nice caramel flavor with a pronounced citrus character.    ,,5.8,,,70,Fall,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Wreck The Halls,22 oz bottles,Ale,"An annual favorite, this hoppy holiday ale is aggressive yet sublime, assertive yet mellow, complex yet drinkable, and has a lot of hops in it! ",,6.5,,,68,Winter,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Black Gold Bourbon Imperial Stout,22 oz bottles,Imperial Stout,"A hearty brew that is black as night with a strong roasted malt character and a full body. After its initial release in Febuary 2008, our Imperial Stout was aged for about 10 months in Bourbon casks from Kentucky. This extended aging presents hints vanilla and oak. This, combined with the robust character of the Imperial Stout make for a smooth, wonderful taste experience. A hearty cellar beer. ",,10.5,,,65,Limited,,,,,,,,,,,,,,,,,,,,,,
Full Sail Brewing Co.,Brewmaster's Reserve: Old Boardhead Barleywine Ale,22 oz bottles,Barleywine Ale,"A deliciously rich Barleywine that has a spectacular depth & delicacy of flavor that is deep & robust. Its strong sweet body is balanced with Centennial &  Crystal hops for a pleasant hoppiness & finish. Makes a great cellar beer.",,9,,,91,Coming October 2009 then available Year Round. ,,,,,Centennial &  Crystal,,,,,,,,,,,,,,,,,
Anchor Brewing,Anchor Steam,,,"San Francisco's famous Anchor Steam, the classic of American brewing tradition since 1896, is virtually handmade, with an exceptional respect for the ancient art of brewing. The deep amber color, thick creamy head, and rich flavor all testify to our traditional brewing methods. Anchor Steam is unique, for our brewing process has evolved over many decades and is like no other in the world.Anchor Steam derives its unusual name from the 19th century when ""steam"" seems to have been a nickname for beer brewed on the West Coast of America under primitive conditions and without ice. The brewing methods of those days are a mystery and, although there are many theories, no one can say with certainty why the word ""steam"" came to be associated with beer. For many decades Anchor alone has used this quaint name for its unique beer. In modern times, ""Steam"" has become a trademark of Anchor Brewing.",,4.9,,,,,,,,,2-Row Barley,,,,,,,,,,,,,,,,,
Anchor Brewing,Liberty Ale,,Ale,"First introduced in 1975, Liberty Ale is brewed strictly according to traditional brewing methods, and, like all Anchor Brewing Company products, uses only natural ingredients -- water, malted barley, fresh whole hops and yeast. A special top-fermenting ale yeast is used during fermentation and is responsible for many of Liberty Ale's subtle flavors and characteristics. Carbonation is produced by an entirely natural process called ""bunging,"" which produces champagne-like bubbles. Dry-hopping (adding fresh hops to the brew during aging), imparts a unique aroma to the ale. It is a process rarely used in this country today.",,6,,,,,,,,,2-Row Barley,Top-fermenting,,,,,,,,,,,,,,,,
Anchor Brewing,Anchor Porter,,Porter,"Anchor Porter is a unique dark brew, which was introduced by Anchor in the early 1970s. Anchor Porter, like all of Anchor Brewing Company's products, is brewed with only natural ingredients. Specially roasted dark malts are used, along with atop-fermenting yeast. The brew is hopped at a very high rate, and is naturally carbonated to produce an intensely rich flavor and thick creamy head. \nThe rich flavor of Anchor Porter has earned this delicious and unique brew a worldwide reputation for outstanding quality. \nWe use specially roasted malts, a top-fermenting yeast, and only fresh whole hops, which are added liberally. All this combines to produce a rich and intense flavor with subtle notes of chocolate, toffee, and coffee. ",,5.6,,,,,,,,,2-Row Barley,,,,,,,,,,,,,,,,,
Anchor Brewing,Anchor Summer,,American Wheat,"Anchor Summer is the first American wheat beer in modern times. Our first brew of this light and refreshing beer was in the summer of 1984. Anchor Summer is an all-malt beer, and over 50% of its malt comes from malted wheat. It is fermented with a traditional top-fermenting ""ale"" yeast because we prefer the clean flavors developed by this yeast. We believe that this style best celebrates the refreshingly light flavor of malted wheat. You may notice that the head on this beer is unusually abundant, with a consistency similar to whipped egg whites. This is due to protein contributed by the wheat. \nThe brewers at Anchor are proud to have revived not only rich hearty dark beers, but also this light crisp style of a modern American wheat beer. \nWheat malt contributes to an unusual lightness and dryness to the palate, and this--combined with the distinctive flavor of the wheat--makes for a perfect thirst-quenching beverage. It is the ideal drink for beer lovers who appreciate tradition and character in their beer, but also seek a lighter, refreshing style, perfect for warm weather.",,4.6,,,,Summer,,,,Wheat/2-Row Barley,,,,,,,,,,,,,,,,,,
Anchor Brewing,Old Foghorn Ale,,Barleywine Ale,"Old Foghorn Barleywine Style Ale is brewed strictly according to traditional brewing methods, using only natural ingredients -- water, malted barley, fresh whole hops, and yeast. Old Foghorn is based on traditional English barley wines.\nOld Foghorn is highly hopped, using only Cascade hops. It is fermented with a true top-fermenting ale yeast. Carbonation is produced by an entirely natural process called ""bunging,"" which produces champagne-like bubbles. Our ""barleywine ale"" is dry-hopped with additional Cascade hops while it ages in our cellars.\nWe have been producing small batches of Old Foghorn since 1975. Today, it is available both on draught and in twelve-ounce bottles. The high original gravity and full flavor of this ale make it a unique product, perfect for sipping after dinner.\nA lot of time and tradition goes into our Old Foghorn, and we hope you will enjoy it as much as we do. Because of the high original gravity, the yeast is unable to ferment all of the sugars. As a result, barley wine is high in alcohol, and is slightly sweet, due to the residual sugars. Old Foghorn also has a pleasant hop bitterness, due to the large quantity of hops used during brewing, and a unique hop aroma due to the dry-hopping and aging.\nThe original gravity of our barley wine is so high because only the very first running of the mash is used. Therefore, three mashes are required to produce one barley wine brew, making it very costly to produce.",,8 to 10,,,,,,,,2-Row Barley,,,,,,,,,,,,,,,,,,
Anchor Brewing,Anchor Small,,Ale,"The tradition of brewing two distinct beers from one mash has existed for thousands of years, and for centuries the term ""small beer"" was used in English to describe the lighter and weaker second beer. By association, the term came to mean something of little importance. \nWe make our Old Foghorn Barleywine Style Ale from the rich first runnings of an all-malt mash, and Anchor Small Beer is our attempt to duplicate the ""small beers"" of old by sparging that same mash: sprinkling warm water over the Old Foghorn mash after the first wort has run off, thereby creating a second, lighter brew from the resulting thinner wort. Technically, both beers are ""ales"" because they are made with top-fermenting yeast.\nWe believe you will find Anchor Small Beer delicious--similar to what modern brewers call a ""bitter""--and we hope you will also enjoy the idea of reviving an ancient brewing tradition, which is something of great importance. When we initially attempted Small Beer, we quickly realized we had a lot to learn: How much to sparge? What gravity to look for? What sort of hopping to employ? But, from the beginning, we were astonished to find that the ""small beer"" we were making certainly was not small beer in the linguistic sense--it was good, it was rich, it was wonderful ale! We hope our loyal customers will agree this is a tradition worth reviving.",,3.3,,,,,,,,2-Row Barley,,,,,,,,,,,,,,,,,,
Anchor Brewing,Christmas Ale ,,Ae,"The brewers of Anchor Steam Beer are proud to announce the release of our thirty-fourth annual Christmas Ale.\nEvery year since 1975 the brewers at Anchor have brewed a distinctive and unique Christmas Ale, which is available from early November to mid-January. The Ale's recipe is different every year--as is the tree on the label--but the intent with which we offer it remains the same: joy and celebration of the newness of life. Since ancient times, trees have symbolized the winter solstice when the earth, with its seasons, appears born anew. Each year our Christmas Ale gets a unique label and a unique recipe for the Ale itself. Although our recipes must remain a secret, many enthusiasts save a few bottles from year to year--stored in a cool dark place--to taste later and compare with other vintages. Properly refrigerated, the beer remains intriguing and drinkable for years, with different nuances slowly emerging as the flavor mellows slightly.",,Varies,,,,Winter,,,,,,,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,Export Ale,,Canadian golden ale,"Shipyard Export is Shipyard Brewing Company's flagship brand. Export is a Canadian-stye golden ale with a hint of sweetness up-front, a subtle and distinctive hop taste, and a very clean finish.",,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,Old Thumper Extra Special Ale,,Ale,"Old Thumper Extra Special Ale was created in 1979 by veteran British brewer, Peter Austin, founder of the Ringwood Brewery in Hampshire, England and mentor to Shipyard's mater brewer, Alan Pugsley. A British Grand Champion beer, Old Thumper is a non-traditional English Bitter, brewed in the United States solely by The Shipyard Brewing Company.",,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,Light,,Light Ale,"Shipyard Light Beer is a true light ale with a soft golden color and good, clean taste. Using the finest 2-row English Pale Ale malt, malted wheat, and a special combination of Hallertau and Mount Hood hops, Shipyard has created a  smooth, easy drinking light beer.",,3.9,,,,,,97 per 12 oz ,,"2-row English Pale Ale malt, malted wheat",Hallertau and Mount Hood hops,,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,IPA,,IPA,"Feeling Hoppy? The Shipyard IPA is a single-hopped ale that satisfies the discriminating India Pale Ale enthusiast. Wonderfully balanced and deceptively smooth. Fuggles are a traditional variety English hop and their mild spicy aroma makes them highly prized by brewers. These classic hops were first propagated in 1875 and are named after the farmer who cultivated the strain in the East Kent, England. The hop is a vine and the part used to aromatize and flavor beer is the cone-like flower. Its complex aromas predominate in a dry, crisp ale.",,5.8,,,,,,,,,Fuggles,,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,Bluefin Stout,,Stout,"Bluefin Stout was first produced in August, 1993. This is a classic Irish stout. Full bodied, yet soft and spectacular in appearance.",,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,Chamberlain,,Pale Ale,"This classic English style pale ale is named after renowned Civil War hero Joshua Lawrence Chamberlain. The golden copper color of this award-winning beer is enhanced by Pale Ale, Crystal, and Chocolate malts. Chamberlain Pale Ale is dry and crisp upfront with aromatic hoppy finish, featuring Fuggles, Cascade, and Tettnang hops.",,4.9,,,,,,,,"Pale Ale, Crystal, and Chocolate malts","Fuggles, Cascade, and Tettnang",,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,Brown Ale,,Brown Ale,"Shipyard Brown Ale is a smooth, mellow ale with a sweet finish and a hint of chocolate and maple. It is made with chocolate and roasted barley malt.",,4,,,,,,,,chocolate and roasted barley,,,,,,,,,,,,,,,,,,
Shipyard Brewing Co.,Summer Ale,,American Wheat Ale,"Shipyard Summer Ale is a traditional American wheat beer. With it's inviting golden color, mellow malted wheat flavor and less hoppy characteristics, it's sure please those looking for a clean, cool taste sensation on long hot summer days.",,5.1,,,,Summer,,,,,,,,,,,,,,,,,,,,,,
